prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size(sq.ft.),furnished,region,near_KTM-LRT,minimart availability,security availability
Galleria Equine Park,900,Seri Kembangan,Service Residence,1,1,1,450,2,Selangor,0,0,1
Green Park,1200,Seri Kembangan,Condominium,3,2,2,845,1,Selangor,0,1,1
Vista Sungai Ramal,1150,Kajang,Apartment,3,2,2,1000,0,Selangor,0,0,1
Vista Alam Serviced Apartment,2300,Shah Alam,Service Residence,3,2,2,1351,2,Selangor,0,1,1
Vista alam,1200,Shah Alam,Condominium,2,1,2,800,1,Selangor,0,1,1
Tiara Intan,1200,Ampang,Condominium,3,1,2,908,0,Selangor,0,0,1
Apex Tower @ CyberSquare,1200,Cyberjaya,Condominium,1,1,1,450,2,Selangor,0,1,1
First Subang,1600,Subang Jaya,Other,1,1,1,628,2,Selangor,1,1,1
Eclipse Residence @ Pan'gaea,1800,Cyberjaya,Condominium,3,2,2,950,2,Selangor,0,1,1
Seri Tijanni,1700,Sungai Buloh,Condominium,3,1,2,1144,2,Selangor,1,1,1
Mutiara Ville @ Cyberjaya,1399,Cyberjaya,Other,2,2,2,1000,2,Selangor,0,1,1
Menara U,1500,Shah Alam,Condominium,2,1,1,622,1,Selangor,0,1,1
Apex Tower @ CyberSquare,1000,Cyberjaya,Condominium,1,1,1,450,2,Selangor,0,1,1
Idaman Residensi Selangorku,1300,Cyberjaya,Apartment,3,2,2,1000,0,Selangor,0,0,1
Cloud Tree @ Cheras,2300,Cheras,Condominium,4,2,2,1269,2,Selangor,0,0,1
"Lavender Residence, Bandar Sungai Long",1500,Cheras,Condominium,3,1,2,1078,1,Selangor,0,0,1
Parkland Residence,1600,Cheras,Service Residence,1,1,1,550,2,Selangor,1,1,1
Galleria Equine Park,1800,Seri Kembangan,Apartment,3,2,2,890,2,Selangor,1,1,1
saujana apartment,1000,Damansara Damai,Apartment,3,1,2,850,0,Selangor,1,1,1
Residensi Setia Impian @ Kajang,1800,Kajang,Service Residence,3,2,3,1500,2,Selangor,0,0,1
City of Green Condominium,1300,Seri Kembangan,Service Residence,3,2,2,1065,1,Selangor,1,0,1
City of Green Condominium,1500,Seri Kembangan,Service Residence,3,2,2,1065,2,Selangor,1,0,1
Vista Bangi,1200,Kajang,Condominium,3,2,2,850,1,Selangor,0,1,1
Trefoil,2500,Setia Alam,Condominium,2,1,2,788,2,Selangor,0,0,1
Trefoil,2000,Setia Alam,Condominium,2,1,2,788,2,Selangor,0,0,1
LBS Skylake Residence,1300,Puchong,Service Residence,2,2,2,883,0,Selangor,0,0,1
Amerin Residence,1600,Kajang,Service Residence,2,1,2,830,2,Selangor,1,1,1
Flat PKNS Seksyen 7 Shah Alam,800,Shah Alam,Other,3,1,1,676,0,Selangor,1,0,0
Maple Residences,1600,Klang,Service Residence,3,2,2,863,2,Selangor,0,1,1
3 Elements,1800,Seri Kembangan,Condominium,2,2,2,800,2,Selangor,1,1,1
Alanis @ Warisan Puteri,1250,Sepang,Service Residence,2,2,1,559,1,Selangor,0,0,1
Selayang 18,1800,Selayang,Service Residence,3,2,2,1017,2,Selangor,0,0,1
Mentari Court,1200,Petaling Jaya,Apartment,3,1,2,800,1,Selangor,1,0,1
Ascotte Boulevard,850,Semenyih,Service Residence,3,2,2,1050,1,Selangor,0,1,1
Seri Baiduri (Setia Alam),1000,Setia Alam,Apartment,3,2,2,920,1,Selangor,1,1,1
Pangsapuri Lotus (Teratai),950,Puchong,Apartment,3,1,2,850,1,Selangor,1,1,1
Tiara Intan,1400,Ampang,Condominium,3,1,2,908,1,Selangor,0,1,1
Garden Plaza @ Garden Residence,1000,Cyberjaya,Service Residence,1,1,1,450,2,Selangor,1,1,1
Setia City Residences,3000,Setia Alam,Condominium,2,2,2,985,2,Selangor,0,1,1
Taman Mulia Jaya,800,Ampang,Apartment,2,1,1,840,0,Selangor,0,1,0
Aurora Residence @ Lake Side City,1799,389,Service Residence,3,2,2,1150,2,Selangor,1,1,1
Harmoni Apartment,500,Damansara Damai,Apartment,3,1,2,650,0,Selangor,1,1,0
Shaftsbury Residence,1100,Cyberjaya,Condominium,1,1,1,463,2,Selangor,0,1,1
Mutiara Ville @ Cyberjaya,1500,Cyberjaya,Condominium,3,2,2,1000,2,Selangor,1,1,1
Mutiara Ville @ Cyberjaya,1500,Cyberjaya,Condominium,3,2,2,1000,2,Selangor,1,1,1
Astoria Ampang,3200,Ampang,Service Residence,3,2,2,1050,2,Selangor,1,1,1
The Arc @ Cyberjaya,1200,Cyberjaya,Service Residence,3,1,2,913,1,Selangor,0,1,1
I Residence @ Kota Damansara,2500,Kota Damansara,Service Residence,3,2,2,1260,2,Selangor,1,0,1
TTDI Adina,1700,Shah Alam,Condominium,2,1,2,900,2,Selangor,0,1,1
Akasia Apartment (Puchong),1199,Puchong,Apartment,3,1,2,860,2,Selangor,1,1,1
Residensi Idaman Abadi Fasa 1&2,1300,Kajang,Condominium,3,2,3,1022,1,Selangor,1,1,1
Gravit8,1700,Port Klang,Service Residence,3,2,2,1031,1,Selangor,0,0,1
LakePark Residence @ KL North,1850,Selayang,Service Residence,3,2,2,1275,1,Selangor,0,0,1
Arte Plus Jalan Ampang,1800,639,Service Residence,2,1,2,790,2,Selangor,0,0,0
Windows on The Park,2700,Cheras,Condominium,3,2,3,1685,2,Selangor,0,1,1
Gravit8,1250,Port Klang,Service Residence,3,1,2,760,1,Selangor,0,0,1
"Selangorku PR1MA Lakefront Homes , Cyberjaya",1450,Sepang,Apartment,3,1,2,980,1,Selangor,1,1,1
D'Aman Residences,1100,Puchong,Condominium,3,2,2,980,1,Selangor,1,1,1
Seventeen Mall & Residences,3400,Petaling Jaya,Service Residence,3,2,2,1095,2,Selangor,1,1,1
Parkland Residence,1500,Cheras,Service Residence,1,1,1,500,2,Selangor,1,0,1
Astoria Ampang,2500,Ampang,Service Residence,2,2,2,780,2,Selangor,0,1,1
Ritze Perdana 2,1300,Damansara Perdana,Condominium,1,1,1,505,2,Selangor,1,0,1
Akasa Cheras South,1500,Seri Kembangan,Service Residence,2,2,2,850,2,Selangor,1,1,1
Cloud Tree @ Cheras,2300,Cheras,Service Residence,4,2,2,1269,2,Selangor,1,1,1
Equine Residence,2000,Seri Kembangan,Service Residence,3,2,2,893,1,Selangor,1,0,1
Pandora Serviced Residence,1250,Shah Alam,Service Residence,1,1,1,570,1,Selangor,1,0,1
Edusphere,1700,Cyberjaya,Condominium,2,2,2,800,0,Selangor,1,0,1
Putra Ria Apartment (Seri Kembangan),850,Balakong,Apartment,3,2,2,752,1,Selangor,1,1,1
The Arc @ Cyberjaya,1300,Cyberjaya,Service Residence,3,1,2,1000,2,Selangor,1,1,1
Alanis @ Warisan Puteri,1250,Sepang,Service Residence,2,2,1,559,1,Selangor,0,0,1
Koi Prima,1900,Puchong,Condominium,3,2,2,1055,2,Selangor,0,1,1
Mutiara Ville @ Cyberjaya,1200,Cyberjaya,Condominium,1,1,1,500,2,Selangor,0,1,1
Canopy Hills,1300,Kajang,Condominium,2,1,1,600,2,Selangor,1,1,1
Sri Mekar Apartment,1400,Puchong,Apartment,3,1,2,1105,1,Selangor,0,0,1
Palm Hill Residence,799,Kajang,Condominium,3,2,2,915,0,Selangor,0,1,1
Pangsapuri Jati 2,1000,Subang Jaya,Apartment,3,1,2,926,0,Selangor,0,0,1
Saraka Apartment,1200,Puchong,Condominium,3,1,2,915,2,Selangor,0,0,1
BSP Skypark Serviced Residence,1200,Kuala Langat,Service Residence,3,2,2,1021,1,Selangor,0,1,1
Kiara Plaza,850,Semenyih,Other,1,1,1,477,1,Selangor,0,1,1
D'Sara Sentral Serviced Residence,1100,Sungai Buloh,Service Residence,1,1,1,504,2,Selangor,1,1,1
Impiria Residensi Bukit Tinggi Klang,3000,Klang,Service Residence,4,2,3,1314,2,Selangor,1,1,1
PKNS Seksyen 6 Bandar Baru Bangi,1350,Bangi,Condominium,4,2,2,980,2,Selangor,1,1,1
Sri Penaga Apartment,850,Puchong,Condominium,3,1,2,850,1,Selangor,1,0,0
Canopy Hills,900,Kajang,Condominium,2,1,1,590,0,Selangor,1,1,1
The Arc @ Cyberjaya,1200,Cyberjaya,Condominium,3,1,2,1000,1,Selangor,0,1,1
Tiara Imperio @ Bangi,1100,Kajang,Service Residence,1,1,1,466,2,Selangor,1,0,1
Saville @ Cheras,1200,Cheras,Service Residence,1,1,1,380,2,Selangor,1,1,1
Mentari Court,1300,Petaling Jaya,Apartment,3,1,2,770,2,Selangor,1,0,1
Langat Jaya,900,Cheras,Condominium,3,1,2,900,1,Selangor,1,1,1
The Amber Residences,1100,Kota Kemuning,Service Residence,1,2,1,560,1,Selangor,0,0,1
Vista Seri Putra Apartments,1100,Bangi,Apartment,3,1,2,780,2,Selangor,0,0,1
Ritze Perdana 1,1200,Damansara Perdana,Condominium,1,1,1,465,2,Selangor,0,1,1
The Zizz,2000,Damansara Damai,Service Residence,3,2,2,749,2,Selangor,1,1,1
Prima Bayu,1800,Klang,Condominium,3,1,2,1038,1,Selangor,0,0,1
Casa Tropika,1200,Puchong,Condominium,3,1,2,1006,1,Selangor,0,1,1
Kenwingston Square Garden,1600,Cyberjaya,Service Residence,2,2,1,650,2,Selangor,0,0,1
Green Park,1200,Seri Kembangan,Condominium,3,2,2,845,1,Selangor,0,0,1
Sky Condominium @ Bandar Puchong Jaya,3500,Puchong,Condominium,4,2,3,1550,1,Selangor,1,0,1
BSP 21,1200,Bandar Saujana Putra,Service Residence,3,2,2,1000,1,Selangor,0,0,1
Aman Heights,1500,Seri Kembangan,Condominium,4,1,2,1246,1,Selangor,1,1,1
Megaria Tulip,1000,Seri Kembangan,Apartment,3,1,2,940,1,Selangor,0,0,1
Ridzuan Condominium,1700,Bandar Sunway,Condominium,3,1,2,1192,2,Selangor,0,1,1
Residensi Selayang Damai,1600,Batu Caves,Apartment,3,1,1,800,2,Selangor,0,0,1
Suria Jaya,1600,Shah Alam,Apartment,2,1,2,600,2,Selangor,1,1,1
Elaeis 1,1800,Shah Alam,Condominium,3,1,2,1000,2,Selangor,1,1,1
Le Pavillion,1850,Puchong,Service Residence,3,2,2,990,1,Selangor,1,1,1
Mutiara Ville @ Cyberjaya,2000,Cyberjaya,Condominium,2,2,2,980,2,Selangor,1,1,1
D'Aman Residences,1200,Puchong,Condominium,2,2,3,1076,1,Selangor,0,0,1
Vista Millennium Condominiums,1350,Puchong,Condominium,3,1,2,850,2,Selangor,1,1,1
Indah Alam,1600,Shah Alam,Condominium,2,2,1,900,2,Selangor,1,1,1
Ridzuan Condominium,1100,Bandar Sunway,Condominium,1,1,1,520,2,Selangor,1,1,1
Juta Mines,950,Seri Kembangan,Condominium,3,1,2,1000,1,Selangor,1,1,1
Aster Residence Cheras,2799,360,Condominium,3,2,2,850,2,Selangor,1,0,1
Pangsapuri Flora II,1050,Shah Alam,Apartment,3,1,2,900,1,Selangor,1,1,1
Goodyear Court 9,1250,Subang Jaya,Apartment,3,2,2,800,1,Selangor,1,1,1
Sri Pinang (Puchong),950,Puchong,Apartment,3,1,2,900,1,Selangor,1,0,1
Sri Cempaka (Pusat Bandar Puchong),850,Puchong,Apartment,3,1,2,850,0,Selangor,1,1,1
Aurora Residence @ Lake Side City,1900,389,Service Residence,3,2,2,1150,2,Selangor,1,1,1
Elaeis 2,1500,Shah Alam,Condominium,3,1,2,1000,1,Selangor,1,0,1
The Wharf (Puchong),1300,Puchong,Service Residence,2,1,2,818,1,Selangor,0,1,1
Prima Bayu,1300,Klang,Condominium,3,2,2,1150,1,Selangor,0,1,1
LBS Skylake Residence,1250,Puchong,Service Residence,1,1,1,554,1,Selangor,0,0,1
Menara U,1700,Shah Alam,Condominium,2,1,1,527,2,Selangor,0,1,1
Pangsapuri Damai,1050,Shah Alam,Apartment,3,1,2,1071,0,Selangor,0,1,1
Kenwingston Square Garden,1400,Cyberjaya,Service Residence,1,1,1,450,2,Selangor,0,0,1
Neo Damansara,1300,Petaling Jaya,Service Residence,1,1,1,421,2,Selangor,0,0,1
LBS Skylake Residence,1300,Puchong,Service Residence,2,2,2,883,1,Selangor,0,1,1
LBS Skylake Residence,1300,Puchong,Service Residence,2,2,2,883,1,Selangor,0,1,1
LBS Skylake Residence,1650,Puchong,Service Residence,2,2,2,1000,1,Selangor,0,1,1
La Thea Residences,2000,Puchong,Condominium,3,2,2,980,2,Selangor,1,1,1
Ridzuan Condominium,1500,Bandar Sunway,Condominium,3,1,2,1192,1,Selangor,0,1,1
De Bayu Apartment,1200,Setia Alam,Apartment,3,2,2,900,1,Selangor,0,1,0
Pangsapuri Delima (Shah Alam),1200,Shah Alam,Apartment,3,1,2,850,1,Selangor,1,1,1
Oasis 1 @ Mutiara Heights,1300,Kajang,Condominium,3,2,2,1250,1,Selangor,0,0,1
Mahogany Park,1500,Kajang,Apartment,3,1,2,872,1,Selangor,1,1,1
Kemuning Aman,1100,Shah Alam,Apartment,3,2,2,900,0,Selangor,0,0,1
Kenwingston Square Garden,1500,Cyberjaya,Service Residence,2,2,1,650,2,Selangor,0,0,1
South View @ One Ampang Avenue,1700,Ampang,Condominium,3,1,2,1060,2,Selangor,1,1,1
Mutiara Ville @ Cyberjaya,1800,Cyberjaya,Condominium,3,2,2,1070,2,Selangor,0,1,1
B11 Parkland Residence,1500,Cheras,Service Residence,1,1,1,551,2,Selangor,0,0,1
CyberSquare SOHO,1299,Cyberjaya,Condominium,2,2,2,775,1,Selangor,0,0,1
Impian Apartment,900,Damansara Damai,Apartment,3,1,2,700,0,Selangor,1,1,1
The Zizz,1800,Damansara Damai,Service Residence,3,2,2,749,2,Selangor,1,1,1
Pangsapuri Delima (Shah Alam),1200,Shah Alam,Apartment,3,1,2,850,1,Selangor,1,1,1
The Arc @ Cyberjaya,1400,Cyberjaya,Service Residence,3,1,2,950,2,Selangor,1,1,1
1 Harmonis,1600,Gombak,Condominium,3,1,2,1100,1,Selangor,0,1,1
Amerin Residence,1600,Kajang,Service Residence,2,1,2,857,2,Selangor,0,0,1
i-Soho @ i-City,900,Shah Alam,Other,1,1,1,500,1,Selangor,0,0,1
Kenwingston Square Garden,1600,Cyberjaya,Service Residence,2,2,1,650,2,Selangor,0,0,1
Pangsapuri Kelana Impian,1600,Petaling Jaya,Apartment,3,1,2,1000,2,Selangor,1,1,1
Pelangi,1200,Kajang,Condominium,3,2,2,1070,1,Selangor,0,0,1
Rumah Pangsa Impian (Saujana Putra),650,Kuala Langat,Other,3,1,2,650,0,Selangor,1,0,1
Green Acre Park,1000,Kajang,Condominium,3,1,2,1012,1,Selangor,0,1,1
Nilam Puri Condominium,1150,Puchong,Condominium,3,1,2,914,1,Selangor,0,1,1
Vista Bangi,1400,Kajang,Condominium,3,2,2,898,1,Selangor,0,1,1
B11 Parkland Residence,1250,Cheras,Service Residence,1,1,1,600,2,Selangor,1,1,1
Mutiara Ville @ Cyberjaya,1300,Cyberjaya,Condominium,3,2,2,1050,1,Selangor,0,1,1
Koi Prima,1100,Puchong,Condominium,3,2,2,1055,1,Selangor,0,1,1
Residensi Zamrud @ Kajang,1200,Kajang,Condominium,3,2,2,1100,1,Selangor,0,0,1
Residensi Melor,915,Bangi,Apartment,3,1,2,950,0,Selangor,0,0,1
Starville,1300,Subang Jaya,Apartment,3,2,2,900,0,Selangor,1,1,1
Pelangi Damansara,1400,Kota Damansara,Condominium,3,1,2,900,1,Selangor,1,1,1
Saujana Puchong SP 3 Shop Apartment,650,Puchong,Apartment,3,1,2,714,1,Selangor,0,1,0
Kenwingston Square Garden,1400,Cyberjaya,Service Residence,2,2,1,600,2,Selangor,0,0,1
Solstice @ Pan'gaea,1100,Cyberjaya,Condominium,1,1,1,450,2,Selangor,1,1,1
3 Elements,1200,Seri Kembangan,Other,3,2,2,775,2,Selangor,1,0,1
Apartment Perdana,1750,Shah Alam,Apartment,3,1,2,850,2,Selangor,0,0,1
Zeva @ Equine South,950,Seri Kembangan,Service Residence,1,1,1,454,2,Selangor,1,0,1
Cyberia Crescent 2,1300,Cyberjaya,Condominium,3,1,2,1050,1,Selangor,0,1,1
D'Camellia @ Setia Ecohill,900,Kajang,Condominium,3,1,2,1050,0,Selangor,0,0,1
Seri Utama,1100,Puchong,Apartment,3,2,2,1000,1,Selangor,0,1,1
The Greens (Residensi Hijauan) @ Subang West,2000,Shah Alam,Condominium,3,3,2,1000,2,Selangor,1,1,1
Sri Alam,1650,Shah Alam,Condominium,3,2,2,1253,2,Selangor,0,1,1
Gugusan Melur,1200,Kota Damansara,Apartment,3,10,2,800,1,Selangor,1,1,0
Vista Sungai Ramal,1200,Kajang,Apartment,3,2,2,1000,0,Selangor,1,1,1
Apartment Impian Indah @ Sungai Buloh,750,Sungai Buloh,Other,3,2,2,1200,0,Selangor,0,1,1
Cantara Residences,1700,Ara Damansara,Service Residence,2,2,1,646,1,Selangor,1,0,1
Putra 1,1250,Kajang,Apartment,3,2,2,1106,0,Selangor,1,1,1
1 Harmonis,1800,Gombak,Condominium,3,1,2,1338,1,Selangor,0,1,1
Vista Millennium Condominiums,1450,Puchong,Condominium,3,1,2,850,2,Selangor,1,1,1
Aman Heights,1500,Seri Kembangan,Condominium,4,1,2,1236,1,Selangor,0,1,1
Traders Garden @ Cheras Selatan,1450,Cheras,Condominium,3,2,2,800,1,Selangor,1,1,1
Taman Topaz,800,Dengkil,Apartment,3,1,2,1055,0,Selangor,0,1,1
Eristana,1300,Sungai Buloh,Other,3,2,2,906,1,Selangor,0,1,1
Evergreen Park,1800,Cheras,Condominium,3,2,2,1152,2,Selangor,0,1,1
Evo SOHO Suites @ Bandar Baru Bangi,1000,Bangi,Service Residence,1,1,1,450,2,Selangor,1,1,1
Garden Plaza @ Garden Residence,1100,Cyberjaya,Service Residence,2,1,2,750,2,Selangor,1,1,1
Kompleks suria kinrara,850,Puchong,Apartment,3,1,2,712,0,Selangor,0,1,1
i-Soho @ i-City,1300,Shah Alam,Other,1,1,1,465,2,Selangor,1,1,1
Residensi Warnasari 3,750,Puncak Alam,Apartment,3,1,2,760,1,Selangor,0,0,1
BSP21,1600,Jenjarom,Service Residence,3,2,2,1048,2,Selangor,0,0,1
Res 280,1350,Batu Caves,Service Residence,2,1,2,845,1,Selangor,0,0,1
Pangsapuri Melor (Shah Alam),950,Shah Alam,Apartment,3,1,2,750,0,Selangor,0,1,1
Pangsapuri Kemuning Aman,950,Shah Alam,Apartment,3,1,2,736,0,Selangor,0,1,1
BSP 21,1800,Bandar Saujana Putra,Service Residence,4,2,2,1257,2,Selangor,0,0,1
Ameera Residence,1200,Kajang,Condominium,3,2,2,1270,2,Selangor,1,1,1
Centrus SoHo 1 @ Cyberjaya,2000,Cyberjaya,Condominium,1,3,2,850,2,Selangor,1,1,1
Regency Condominium (Klang),1300,Klang,Condominium,2,2,1,742,2,Selangor,0,0,1
Aera Residence,1700,Petaling Jaya,Service Residence,2,2,1,718,1,Selangor,0,0,1
Residensi Idaman Abadi Fasa 1&2,800,Kajang,Condominium,3,2,3,1022,1,Selangor,1,0,1
Idaman Residensi Selangorku,1199,Cyberjaya,Apartment,3,2,2,1000,1,Selangor,0,0,1
Sri Putra II Apartment,700,Sungai Buloh,Apartment,3,1,2,650,0,Selangor,1,0,0
Residensi Warnasari 3,700,Puncak Alam,Apartment,3,1,2,700,1,Selangor,0,0,1
Prima Bayu,1500,Klang,Condominium,3,1,2,1150,1,Selangor,0,0,1
Residensi Zamrud @ Kajang,1100,Kajang,Condominium,3,1,2,1023,1,Selangor,1,0,1
Horizon Suites,850,Dengkil,Service Residence,1,1,1,240,2,Selangor,1,1,1
Horizon Suites,850,Dengkil,Service Residence,1,1,1,260,2,Selangor,0,1,1
Green Park,1350,Seri Kembangan,Condominium,3,2,2,854,1,Selangor,0,1,0
Savanna Executive Suites,1400,Bangi,Service Residence,3,2,2,960,2,Selangor,0,1,1
Teratai Apartment @ Taman Sutera,650,Kajang,Apartment,3,1,2,750,0,Selangor,0,1,1
Horizon Suites,1500,Dengkil,Service Residence,1,1,1,478,2,Selangor,1,0,1
Canopy Hills,998,Kajang,Condominium,2,1,1,600,1,Selangor,1,1,1
Sri Penaga Apartment,948,Puchong,Condominium,3,1,2,900,1,Selangor,1,1,1
The Zizz,1700,Damansara Damai,Service Residence,5,2,2,1228,1,Selangor,1,1,1
Seri Mutiara Apartment @ Setia Alam,1600,Setia Alam,Apartment,3,2,2,1000,1,Selangor,0,1,1
Pangsapuri seri angsana,800,Seri Kembangan,Apartment,3,1,2,650,0,Selangor,0,0,0
Taman Cheras Intan,800,Cheras,Apartment,3,1,2,850,0,Selangor,1,1,1
Idaman Residensi Selangorku,1299,Cyberjaya,Apartment,3,2,2,1000,1,Selangor,0,1,1
Neo Damansara,2400,Petaling Jaya,Service Residence,3,2,2,877,2,Selangor,0,1,1
The Zizz,1550,Damansara Damai,Service Residence,5,2,2,1228,1,Selangor,1,0,1
Aster Residence Cheras,2400,Cheras,Condominium,3,2,2,810,2,Selangor,1,0,1
Zefer Hill Residence,1000,Puchong,Condominium,1,1,1,800,2,Selangor,1,1,1
Seri Jati Apartments @ Setia Alam,1200,Setia Alam,Apartment,3,2,2,750,0,Selangor,0,0,1
Ivory Residence,1200,Kajang,Condominium,3,2,2,1288,1,Selangor,0,0,1
Residensi Idaman Abadi Fasa 1&2,999,Kajang,Condominium,3,2,3,1022,1,Selangor,1,0,1
Sri Cempaka Apartment,1100,Kajang,Apartment,3,1,2,998,2,Selangor,1,0,1
Emerald Avenue (Selayang),1300,Selayang,Service Residence,2,1,2,901,1,Selangor,0,1,1
Ridzuan Condominium,1250,Bandar Sunway,Condominium,2,1,2,931,2,Selangor,1,1,1
Lakefront Homes @ Cyberjaya,1400,Cyberjaya,Condominium,3,2,2,1010,1,Selangor,0,0,1
Emerald Avenue (Selayang),1300,Selayang,Service Residence,2,1,2,865,1,Selangor,0,1,1
LakeFront Residence,1400,Cyberjaya,Condominium,3,2,2,1010,1,Selangor,0,0,1
Emerald Avenue (Selayang),1400,Selayang,Service Residence,1,1,1,612,2,Selangor,0,1,1
Lakefront Homes @ Cyberjaya,1500,Cyberjaya,Condominium,3,2,2,1010,1,Selangor,0,0,1
Kita Impian,650,Dengkil,Service Residence,3,2,2,901,1,Selangor,0,1,1
One Damansara,1450,Petaling Jaya,Condominium,3,2,2,986,1,Selangor,1,1,1
Aster Residence Cheras,2000,360,Condominium,3,2,2,810,1,Selangor,0,0,1
Pangsapuri Salvia,1350,Kota Damansara,Condominium,3,1,2,900,1,Selangor,1,0,1
Gravit8,1600,Port Klang,Service Residence,2,2,1,631,2,Selangor,1,1,1
Amara Service Residences,1300,Batu Caves,Service Residence,3,2,2,1050,1,Selangor,0,1,1
BSP 21,1200,Bandar Saujana Putra,Service Residence,3,2,2,1048,2,Selangor,0,0,0
Pangsapuri Salvia,1400,Kota Damansara,Apartment,3,1,2,900,1,Selangor,1,1,1
Sri Ria Apartments,900,Kajang,Apartment,4,1,3,958,0,Selangor,0,0,1
Symphony Tower,1300,Balakong,Service Residence,1,1,1,504,2,Selangor,0,0,1
I Residence @ Kota Damansara,2500,Kota Damansara,Service Residence,3,2,2,1260,2,Selangor,1,1,1
Pangsapuri Sri Alpinia,1050,Puchong,Apartment,3,1,2,780,1,Selangor,0,0,1
Residensi Sutera 7,1300,Kajang,Service Residence,3,2,2,980,0,Selangor,0,0,0
V-Residensi 5,1400,Batu Caves,Service Residence,3,3,3,1208,1,Selangor,0,0,1
Symphony Tower,1500,Balakong,Service Residence,3,2,2,951,2,Selangor,1,1,1
Mutiara Bukit Raja 2 Apartment,1200,Klang,Apartment,3,1,2,650,0,Selangor,1,1,1
Juta Mines,1000,Seri Kembangan,Condominium,3,1,2,950,2,Selangor,1,1,1
Symphony Tower,1700,Balakong,Service Residence,3,2,2,1114,2,Selangor,1,1,1
Tiara Imperio @ Bangi,1500,Kajang,Service Residence,2,2,1,650,2,Selangor,1,0,1
Sri Lavender Apartment,1000,Kajang,Apartment,3,1,2,1000,1,Selangor,0,0,1
i-Soho @ i-City,1300,Shah Alam,Service Residence,2,1,1,626,2,Selangor,1,1,1
Symphony Tower,1300,Balakong,Service Residence,3,2,2,1114,1,Selangor,1,1,1
Ukay Perdana,1100,Ampang,Apartment,3,1,2,829,1,Selangor,0,0,1
The Olive,1500,Sepang,Condominium,3,2,2,818,2,Selangor,0,0,1
Galleria Equine Park,1499,Seri Kembangan,Service Residence,3,2,2,1000,1,Selangor,1,0,1
The Olive,1200,Sepang,Condominium,3,2,2,818,1,Selangor,1,0,1
Ridzuan Condominium,1600,Bandar Sunway,Condominium,4,1,2,1500,2,Selangor,0,1,1
Nouvo @ 3element,1099,Puchong South,Service Residence,2,2,2,900,1,Selangor,1,0,1
Mahkota Garden Residence Condominium,1600,Bandar Mahkota Cheras,Condominium,4,2,3,1396,1,Selangor,1,1,1
Goodyear Court 10,1200,Subang Jaya,Apartment,3,1,2,855,1,Selangor,1,1,1
Pangsapuri Putra Impian (Bangi),1400,Bangi,Apartment,3,2,2,1100,2,Selangor,0,0,1
Liberty Arc @ Ampang Ukay,1450,Ampang,Condominium,1,1,1,450,2,Selangor,0,1,1
The Arc @ Cyberjaya,1200,Cyberjaya,Service Residence,3,1,2,1021,2,Selangor,1,1,1
Bandar Baru Bangi Seksyen 2,800,Bangi,Apartment,3,2,2,1000,0,Selangor,1,1,1
Residensi Zamrud @ Kajang,800,Kajang,Condominium,3,2,2,1022,0,Selangor,1,1,1
Palm Spring @ Damansara,1400,Kota Damansara,Condominium,3,1,2,936,1,Selangor,1,1,1
Starville,1300,Subang Jaya,Apartment,3,2,2,900,0,Selangor,1,0,1
Menara U2,1300,Shah Alam,Service Residence,2,1,1,454,1,Selangor,0,1,1
Taman Bukit Mutiara Apartment,1000,Kajang,Apartment,3,1,2,870,1,Selangor,0,0,0
Residensi Zamrud,1250,Kajang,Condominium,3,2,2,1050,0,Selangor,1,0,1
Canopy Hills,1000,Kajang,Condominium,2,1,1,600,1,Selangor,1,0,1
Symphony Tower,1300,Balakong,Service Residence,3,2,2,1114,1,Selangor,0,0,1
Sri Ria Apartments,875,Kajang,Apartment,3,1,2,850,1,Selangor,1,1,1
Pangsapuri Sri Angkasa,1000,Shah Alam,Apartment,3,1,2,960,0,Selangor,1,0,1
GM Residence Remia,2500,Klang,Service Residence,3,2,2,815,2,Selangor,0,0,1
i-Soho @ i-City,1000,Shah Alam,Service Residence,1,1,1,466,1,Selangor,1,1,1
Suria Rafflesia,950,Setia Alam,Apartment,3,2,2,750,0,Selangor,0,0,1
Almyra Residences,1200,Bangi,Service Residence,3,2,3,1055,1,Selangor,0,1,1
Impiria Residensi Bukit Tinggi Klang,2200,Klang,Service Residence,3,2,2,1070,1,Selangor,0,1,1
Emerald Avenue (Selayang),1600,Selayang,Service Residence,2,1,2,1000,2,Selangor,0,1,1
Saujana Residency,2500,Subang Jaya,Condominium,2,1,1,753,2,Selangor,0,0,1
Paradesa Tropika II,1500,Bandar Sri Damansara,Condominium,3,1,2,1120,2,Selangor,1,0,1
Amerin Residence,1600,Kajang,Service Residence,2,2,2,913,2,Selangor,0,0,1
Landmark II,1900,Kajang,Service Residence,3,2,2,1163,2,Selangor,0,0,1
Traders Garden @ Cheras Selatan,1900,Cheras,Service Residence,3,2,2,773,2,Selangor,1,1,1
The Zizz,1800,Damansara Damai,Service Residence,3,2,2,850,2,Selangor,1,0,1
Puteri Bayu Apartments (Bayu Puteri),1200,Puchong,Apartment,3,1,2,1000,1,Selangor,0,0,1
Ameera Residence,1100,Kajang,Condominium,3,2,2,1250,1,Selangor,1,1,1
Suria Apartment (Damansara Damai),750,Damansara Damai,Apartment,3,1,2,800,1,Selangor,0,0,0
Amerin Residence,1500,Kajang,Service Residence,2,2,2,913,2,Selangor,1,1,1
